intersection_id,tollgate_id,time_window,avg_travel_time,route,avg_travel_time_log,start_datetime,start_hour,day_of_week,date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,datetime,weekday
C,1,"[2016-08-04 08:40:00,2016-08-04 09:00:00)",114.02,C-1,4.745106026285608,2016-08-04 08:40:00,8,3,2016-08-04,6,1002.3,1007.1,302.0,2.3,34.8,53.0,0.0,2016-08-04 06:00:00,1
C,3,"[2016-08-04 08:40:00,2016-08-04 09:00:00)",253.25,C-3,5.538318034928669,2016-08-04 08:40:00,8,3,2016-08-04,6,1002.3,1007.1,302.0,2.3,34.8,53.0,0.0,2016-08-04 06:00:00,1
B,1,"[2016-08-04 08:40:00,2016-08-04 09:00:00)",95.0,B-1,4.564348191467836,2016-08-04 08:40:00,8,3,2016-08-04,6,1002.3,1007.1,302.0,2.3,34.8,53.0,0.0,2016-08-04 06:00:00,1
A,3,"[2016-08-04 08:40:00,2016-08-04 09:00:00)",175.71,A-3,5.174509970819964,2016-08-04 08:40:00,8,3,2016-08-04,6,1002.3,1007.1,302.0,2.3,34.8,53.0,0.0,2016-08-04 06:00:00,1
A,2,"[2016-08-04 09:00:00,2016-08-04 09:20:00)",147.29,A-2,4.999169815986978,2016-08-04 09:00:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
A,3,"[2016-08-04 09:00:00,2016-08-04 09:20:00)",153.26,A-3,5.038639490505853,2016-08-04 09:00:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
B,1,"[2016-08-04 09:00:00,2016-08-04 09:20:00)",84.92,B-1,4.453416630760555,2016-08-04 09:00:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
B,3,"[2016-08-04 09:00:00,2016-08-04 09:20:00)",211.97,B-3,5.361151310719404,2016-08-04 09:00:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
C,3,"[2016-08-04 09:00:00,2016-08-04 09:20:00)",329.79,C-3,5.801483732946538,2016-08-04 09:00:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
C,1,"[2016-08-04 09:00:00,2016-08-04 09:20:00)",160.92,C-1,5.087102386099101,2016-08-04 09:00:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
A,3,"[2016-08-04 09:20:00,2016-08-04 09:40:00)",167.64,A-3,5.127766265352998,2016-08-04 09:20:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
B,1,"[2016-08-04 09:20:00,2016-08-04 09:40:00)",68.34,B-1,4.239021940256878,2016-08-04 09:20:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
B,3,"[2016-08-04 09:20:00,2016-08-04 09:40:00)",142.24,B-3,4.964521545130232,2016-08-04 09:20:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
C,3,"[2016-08-04 09:20:00,2016-08-04 09:40:00)",291.7,C-3,5.6791481936978405,2016-08-04 09:20:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
A,2,"[2016-08-04 09:20:00,2016-08-04 09:40:00)",105.16,A-2,4.664947390023952,2016-08-04 09:20:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
B,1,"[2016-08-04 09:40:00,2016-08-04 10:00:00)",84.78,B-1,4.451785879088734,2016-08-04 09:40:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
B,3,"[2016-08-04 09:40:00,2016-08-04 10:00:00)",158.4,B-3,5.071416766356115,2016-08-04 09:40:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
A,2,"[2016-08-04 09:40:00,2016-08-04 10:00:00)",72.73,A-2,4.300409772001559,2016-08-04 09:40:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
A,3,"[2016-08-04 09:40:00,2016-08-04 10:00:00)",176.35,A-3,5.178125181219631,2016-08-04 09:40:00,9,3,2016-08-04,9,1001.9,1006.8,177.0,2.3,28.1,84.0,0.7,2016-08-04 09:00:00,1
A,3,"[2016-08-04 17:00:00,2016-08-04 17:20:00)",93.48,A-3,4.548388171889107,2016-08-04 17:00:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
B,1,"[2016-08-04 17:00:00,2016-08-04 17:20:00)",86.04,B-1,4.466367783107633,2016-08-04 17:00:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
A,2,"[2016-08-04 17:00:00,2016-08-04 17:20:00)",78.6,A-2,4.377014092850337,2016-08-04 17:00:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
C,1,"[2016-08-04 17:00:00,2016-08-04 17:20:00)",173.0,C-1,5.159055299214529,2016-08-04 17:00:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
C,3,"[2016-08-04 17:00:00,2016-08-04 17:20:00)",251.76,C-3,5.532440421905254,2016-08-04 17:00:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
B,3,"[2016-08-04 17:00:00,2016-08-04 17:20:00)",160.68,B-3,5.085619073095366,2016-08-04 17:00:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
A,3,"[2016-08-04 17:20:00,2016-08-04 17:40:00)",195.79,A-3,5.2821371703189985,2016-08-04 17:20:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
A,2,"[2016-08-04 17:20:00,2016-08-04 17:40:00)",123.56,A-2,4.824787527525743,2016-08-04 17:20:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
B,3,"[2016-08-04 17:20:00,2016-08-04 17:40:00)",146.64,B-3,4.994776878161797,2016-08-04 17:20:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
A,2,"[2016-08-04 17:40:00,2016-08-04 18:00:00)",75.47,A-2,4.336898507056134,2016-08-04 17:40:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
A,3,"[2016-08-04 17:40:00,2016-08-04 18:00:00)",129.65,A-3,4.872521991966622,2016-08-04 17:40:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
C,1,"[2016-08-04 17:40:00,2016-08-04 18:00:00)",243.0,C-1,5.497168225293202,2016-08-04 17:40:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
B,3,"[2016-08-04 17:40:00,2016-08-04 18:00:00)",131.08,B-3,4.883407799611873,2016-08-04 17:40:00,17,3,2016-08-04,15,1004.4,1009.3,207.0,2.4,25.5,95.0,0.0,2016-08-04 15:00:00,1
C,1,"[2016-08-04 18:00:00,2016-08-04 18:20:00)",255.99,C-1,5.54903717363235,2016-08-04 18:00:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
B,3,"[2016-08-04 18:00:00,2016-08-04 18:20:00)",159.86,B-3,5.080534421475923,2016-08-04 18:00:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
A,3,"[2016-08-04 18:00:00,2016-08-04 18:20:00)",93.51,A-3,4.548705649006965,2016-08-04 18:00:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
A,2,"[2016-08-04 18:00:00,2016-08-04 18:20:00)",66.01,A-2,4.20484186198508,2016-08-04 18:00:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
C,1,"[2016-08-04 18:20:00,2016-08-04 18:40:00)",221.95,C-1,5.406947531073485,2016-08-04 18:20:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
A,3,"[2016-08-04 18:20:00,2016-08-04 18:40:00)",109.51,A-3,4.705106014600691,2016-08-04 18:20:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
A,2,"[2016-08-04 18:20:00,2016-08-04 18:40:00)",61.83,A-2,4.140432666414855,2016-08-04 18:20:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
B,3,"[2016-08-04 18:20:00,2016-08-04 18:40:00)",145.69,B-3,4.9883215164996715,2016-08-04 18:20:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
A,3,"[2016-08-04 18:40:00,2016-08-04 19:00:00)",110.4,A-3,4.713127327493184,2016-08-04 18:40:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
C,1,"[2016-08-04 18:40:00,2016-08-04 19:00:00)",175.87,C-1,5.175414999446702,2016-08-04 18:40:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
A,2,"[2016-08-04 18:40:00,2016-08-04 19:00:00)",58.91,A-2,4.0928434360958335,2016-08-04 18:40:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
C,3,"[2016-08-04 18:40:00,2016-08-04 19:00:00)",174.43,C-3,5.1672401029410935,2016-08-04 18:40:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
B,1,"[2016-08-04 18:40:00,2016-08-04 19:00:00)",132.53,B-1,4.894326171695873,2016-08-04 18:40:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
B,3,"[2016-08-04 18:40:00,2016-08-04 19:00:00)",141.7,B-3,4.960744524482791,2016-08-04 18:40:00,18,3,2016-08-04,18,1004.0,1008.8,206.0,1.5,25.2,95.0,0.0,2016-08-04 18:00:00,1
A,2,"[2016-08-05 08:00:00,2016-08-05 08:20:00)",98.71,A-2,4.602265972840701,2016-08-05 08:00:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
A,3,"[2016-08-05 08:00:00,2016-08-05 08:20:00)",144.84,A-3,4.982510130370407,2016-08-05 08:00:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
B,1,"[2016-08-05 08:00:00,2016-08-05 08:20:00)",126.9,B-1,4.851248708584797,2016-08-05 08:00:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
B,3,"[2016-08-05 08:00:00,2016-08-05 08:20:00)",147.0,B-3,4.997212273764115,2016-08-05 08:00:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
C,1,"[2016-08-05 08:00:00,2016-08-05 08:20:00)",171.67,C-1,5.151382258424339,2016-08-05 08:00:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
B,3,"[2016-08-05 08:20:00,2016-08-05 08:40:00)",135.57,B-3,4.9168373036903334,2016-08-05 08:20:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
A,2,"[2016-08-05 08:20:00,2016-08-05 08:40:00)",77.32,A-2,4.360802998222255,2016-08-05 08:20:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
C,3,"[2016-08-05 08:20:00,2016-08-05 08:40:00)",276.67,C-3,5.626433358228597,2016-08-05 08:20:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
C,1,"[2016-08-05 08:20:00,2016-08-05 08:40:00)",162.1,C-1,5.094363509626968,2016-08-05 08:20:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
A,3,"[2016-08-05 08:20:00,2016-08-05 08:40:00)",252.09,A-3,5.533745156695466,2016-08-05 08:20:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
C,1,"[2016-08-05 08:40:00,2016-08-05 09:00:00)",154.17,C-1,5.044521290095393,2016-08-05 08:40:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
A,3,"[2016-08-05 08:40:00,2016-08-05 09:00:00)",214.33,A-3,5.372171735118517,2016-08-05 08:40:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
C,3,"[2016-08-05 08:40:00,2016-08-05 09:00:00)",427.92,C-3,6.061270421351945,2016-08-05 08:40:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
B,3,"[2016-08-05 08:40:00,2016-08-05 09:00:00)",192.48,B-3,5.265174147954783,2016-08-05 08:40:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
A,2,"[2016-08-05 08:40:00,2016-08-05 09:00:00)",79.57,A-2,4.3891263717891045,2016-08-05 08:40:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
B,1,"[2016-08-05 08:40:00,2016-08-05 09:00:00)",97.99,B-1,4.595018834931716,2016-08-05 08:40:00,8,4,2016-08-05,6,1001.9,1006.7,88.0,1.6,33.7,57.0,0.0,2016-08-05 06:00:00,1
B,3,"[2016-08-05 09:00:00,2016-08-05 09:20:00)",162.9,B-3,5.099256485749784,2016-08-05 09:00:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
C,1,"[2016-08-05 09:00:00,2016-08-05 09:20:00)",206.31,C-1,5.334215257545021,2016-08-05 09:00:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
A,3,"[2016-08-05 09:00:00,2016-08-05 09:20:00)",256.75,A-3,5.551990122897069,2016-08-05 09:00:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
A,2,"[2016-08-05 09:00:00,2016-08-05 09:20:00)",83.75,A-2,4.43970574626056,2016-08-05 09:00:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
B,3,"[2016-08-05 09:20:00,2016-08-05 09:40:00)",215.33,B-3,5.376805019596778,2016-08-05 09:20:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
A,3,"[2016-08-05 09:20:00,2016-08-05 09:40:00)",153.27,A-3,5.038704314023848,2016-08-05 09:20:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
A,2,"[2016-08-05 09:20:00,2016-08-05 09:40:00)",101.41,A-2,4.628984364087346,2016-08-05 09:20:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
B,1,"[2016-08-05 09:20:00,2016-08-05 09:40:00)",82.39,B-1,4.423528398098894,2016-08-05 09:20:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
C,1,"[2016-08-05 09:20:00,2016-08-05 09:40:00)",245.14,C-1,5.505900479744191,2016-08-05 09:20:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
A,2,"[2016-08-05 09:40:00,2016-08-05 10:00:00)",53.31,A-2,3.994708372046754,2016-08-05 09:40:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
B,3,"[2016-08-05 09:40:00,2016-08-05 10:00:00)",130.62,B-3,4.879918983027973,2016-08-05 09:40:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
A,3,"[2016-08-05 09:40:00,2016-08-05 10:00:00)",127.74,A-3,4.85779486662447,2016-08-05 09:40:00,9,4,2016-08-05,9,1000.6,1005.4,999017.0,0.0,32.5,64.0,0.0,2016-08-05 09:00:00,1
A,3,"[2016-08-05 17:00:00,2016-08-05 17:20:00)",135.81,A-3,4.918593101932022,2016-08-05 17:00:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
B,3,"[2016-08-05 17:00:00,2016-08-05 17:20:00)",126.18,B-3,4.845603405839261,2016-08-05 17:00:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
C,1,"[2016-08-05 17:00:00,2016-08-05 17:20:00)",221.5,C-1,5.404927101606295,2016-08-05 17:00:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
A,2,"[2016-08-05 17:00:00,2016-08-05 17:20:00)",81.95,A-2,4.418238016636454,2016-08-05 17:00:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
A,2,"[2016-08-05 17:20:00,2016-08-05 17:40:00)",67.65,A-2,4.229021132213981,2016-08-05 17:20:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
B,3,"[2016-08-05 17:20:00,2016-08-05 17:40:00)",172.39,B-3,5.155543392556582,2016-08-05 17:20:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
C,1,"[2016-08-05 17:20:00,2016-08-05 17:40:00)",210.45,C-1,5.353988563918498,2016-08-05 17:20:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
A,3,"[2016-08-05 17:20:00,2016-08-05 17:40:00)",114.1,A-3,4.745801315727837,2016-08-05 17:20:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
A,3,"[2016-08-05 17:40:00,2016-08-05 18:00:00)",131.69,A-3,4.888015580548345,2016-08-05 17:40:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
A,2,"[2016-08-05 17:40:00,2016-08-05 18:00:00)",184.12,A-2,5.221004263445367,2016-08-05 17:40:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
B,3,"[2016-08-05 17:40:00,2016-08-05 18:00:00)",115.64,B-3,4.759092268260348,2016-08-05 17:40:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
B,1,"[2016-08-05 17:40:00,2016-08-05 18:00:00)",106.11,B-1,4.673856343776539,2016-08-05 17:40:00,17,4,2016-08-05,15,1002.6,1007.4,303.0,1.9,29.0,79.0,0.0,2016-08-05 15:00:00,1
A,2,"[2016-08-05 18:00:00,2016-08-05 18:20:00)",93.71,A-2,4.55081959123801,2016-08-05 18:00:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
B,3,"[2016-08-05 18:00:00,2016-08-05 18:20:00)",129.59,B-3,4.872062644232316,2016-08-05 18:00:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
C,3,"[2016-08-05 18:00:00,2016-08-05 18:20:00)",300.21,C-3,5.707807695905822,2016-08-05 18:00:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
C,1,"[2016-08-05 18:00:00,2016-08-05 18:20:00)",159.83,C-1,5.080347906507556,2016-08-05 18:00:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
A,3,"[2016-08-05 18:00:00,2016-08-05 18:20:00)",173.54,A-3,5.162153941735165,2016-08-05 18:00:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
C,3,"[2016-08-05 18:20:00,2016-08-05 18:40:00)",262.87,C-3,5.575456557623259,2016-08-05 18:20:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
A,2,"[2016-08-05 18:20:00,2016-08-05 18:40:00)",104.31,A-2,4.656908381392506,2016-08-05 18:20:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
B,3,"[2016-08-05 18:20:00,2016-08-05 18:40:00)",86.28,B-3,4.469121341524815,2016-08-05 18:20:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
A,3,"[2016-08-05 18:20:00,2016-08-05 18:40:00)",144.91,A-3,4.982989993275931,2016-08-05 18:20:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
C,1,"[2016-08-05 18:20:00,2016-08-05 18:40:00)",154.68,C-1,5.047802618437695,2016-08-05 18:20:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
B,3,"[2016-08-05 18:40:00,2016-08-05 19:00:00)",193.06,B-3,5.268167389597154,2016-08-05 18:40:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
A,3,"[2016-08-05 18:40:00,2016-08-05 19:00:00)",161.13,A-3,5.088398482561978,2016-08-05 18:40:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
C,3,"[2016-08-05 18:40:00,2016-08-05 19:00:00)",198.82,C-3,5.297416961304872,2016-08-05 18:40:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
A,2,"[2016-08-05 18:40:00,2016-08-05 19:00:00)",94.7,A-2,4.5612182984589085,2016-08-05 18:40:00,18,4,2016-08-05,18,1001.5,1006.3,295.0,2.4,28.6,83.0,0.0,2016-08-05 18:00:00,1
A,3,"[2016-08-06 08:00:00,2016-08-06 08:20:00)",160.89,A-3,5.086917092253414,2016-08-06 08:00:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
C,1,"[2016-08-06 08:00:00,2016-08-06 08:20:00)",152.8,C-1,5.035653057071544,2016-08-06 08:00:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
B,1,"[2016-08-06 08:00:00,2016-08-06 08:20:00)",112.75,B-1,4.7340030578310595,2016-08-06 08:00:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
A,2,"[2016-08-06 08:00:00,2016-08-06 08:20:00)",56.51,A-2,4.051958845725663,2016-08-06 08:00:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
B,3,"[2016-08-06 08:00:00,2016-08-06 08:20:00)",67.88,B-3,4.232365860119475,2016-08-06 08:00:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
C,1,"[2016-08-06 08:20:00,2016-08-06 08:40:00)",210.56,C-1,5.354508646197779,2016-08-06 08:20:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
A,2,"[2016-08-06 08:20:00,2016-08-06 08:40:00)",75.58,A-2,4.338335946049148,2016-08-06 08:20:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
A,3,"[2016-08-06 08:20:00,2016-08-06 08:40:00)",113.35,A-3,4.73926392046879,2016-08-06 08:20:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
B,1,"[2016-08-06 08:20:00,2016-08-06 08:40:00)",88.58,B-1,4.495132080779154,2016-08-06 08:20:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
B,3,"[2016-08-06 08:20:00,2016-08-06 08:40:00)",95.86,B-3,4.573266636975083,2016-08-06 08:20:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
B,3,"[2016-08-06 08:40:00,2016-08-06 09:00:00)",140.33,B-3,4.9510975813800595,2016-08-06 08:40:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
A,3,"[2016-08-06 08:40:00,2016-08-06 09:00:00)",139.15,A-3,4.942713277610797,2016-08-06 08:40:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
B,1,"[2016-08-06 08:40:00,2016-08-06 09:00:00)",93.4,B-1,4.547541073151455,2016-08-06 08:40:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
C,1,"[2016-08-06 08:40:00,2016-08-06 09:00:00)",138.07,C-1,4.934977403490519,2016-08-06 08:40:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
A,2,"[2016-08-06 08:40:00,2016-08-06 09:00:00)",80.08,A-2,4.395436321583799,2016-08-06 08:40:00,8,5,2016-08-06,6,999.0,1003.8,999017.0,0.0,28.1,88.0,2.0,2016-08-06 06:00:00,0
